,,,,,,,,,,,,,,,,,,,,
5.26345,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
4.93151,,,,,,,,,,,,,,,,,,,,
4.21534,,,,,,,,,,,,,,,,,,,,
5.44612,,,,,,,,,,,,,,,,,,,,
6.91747,,,,,,,,,,,,,,,,,,,,
5.30609,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0.714911,,,,,,,,,,,,,,,,,,,,
3.83884,,,,,,,,,,,,,,,,,,,,
5.24943,,,,,,,,,,,,,,,,,,,,
7.16463,,,,,,,,,,,,,,,,,,,,
5.13439,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
3.09774,,,,,,,,,,,,,,,,,,,,
5.09011,,,,,,,,,,,,,,,,,,,,
7.45503,,,,,,,,,,,,,,,,,,,,
7.98716,,,,,,,,,,,,,,,,,,,,
14.7062,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
1.5053,,,,,,,,,,,,,,,,,,,,
7.83702,,,,,,,,,,,,,,,,,,,,
4.21493,,,,,,,,,,,,,,,,,,,,
17.5342,,,,,,,,,,,,,,,,,,,,
24.7925,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
3.09827,,,,,,,,,,,,,,,,,,,,
9.97173,,,,,,,,,,,,,,,,,,,,
18.9132,,,,,,,,,,,,,,,,,,,,
8.74326,,,,,,,,,,,,,,,,,,,,
4.50577,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
5.29412,,,,,,,,,,,,,,,,,,,,
0.130247,,,,,,,,,,,,,,,,,,,,
6.832,,,,,,,,,,,,,,,,,,,,
8.49733,,,,,,,,,,,,,,,,,,,,
24.057,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
5.13636,,,,,,,,,,,,,,,,,,,,
0.782332,,,,,,,,,,,,,,,,,,,,
7.20014,,,,,,,,,,,,,,,,,,,,
11.403,,,,,,,,,,,,,,,,,,,,
34.317,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
5.60863,,,,,,,,,,,,,,,,,,,,
2.57426,,,,,,,,,,,,,,,,,,,,
7.24154,,,,,,,,,,,,,,,,,,,,
5.7474,,,,,,,,,,,,,,,,,,,,
6.32731,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
3.6063,,,,,,,,,,,,,,,,,,,,
4.6422,,,,,,,,,,,,,,,,,,,,
6.94394,,,,,,,,,,,,,,,,,,,,
9.25128,,,,,,,,,,,,,,,,,,,,
17.6099,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
1.45956,,,,,,,,,,,,,,,,,,,,
8.22903,,,,,,,,,,,,,,,,,,,,
4.23857,,,,,,,,,,,,,,,,,,,,
18.289,,,,,,,,,,,,,,,,,,,,
24.236,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
3.37264,,,,,,,,,,,,,,,,,,,,
10.8193,,,,,,,,,,,,,,,,,,,,
16.3964,,,,,,,,,,,,,,,,,,,,
10.7222,,,,,,,,,,,,,,,,,,,,
4.54033,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
5.16667,,,,,,,,,,,,,,,,,,,,
0.581297,,,,,,,,,,,,,,,,,,,,
7.60366,,,,,,,,,,,,,,,,,,,,
9.73049,,,,,,,,,,,,,,,,,,,,
23.4664,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
4.64421,,,,,,,,,,,,,,,,,,,,
0.52121,,,,,,,,,,,,,,,,,,,,
6.87629,,,,,,,,,,,,,,,,,,,,
10.6841,,,,,,,,,,,,,,,,,,,,
33.5207,,,,,,,,,,,,,,,,,,,,
